,Minisector,Lap,Compound,TyreLife,Speed,Distance,Piting,TrackStatus,Driver,LapTime,Speed-1
484,11,8,1,3.0,191.31884057971016,49038.33444444447,0.0,0.0,0,83.189,216.43548387096774
485,11,8,1,3.0,186.82191780821918,49044.133888888915,0.0,0.0,1,83.185,219.28333333333333
486,11,8,1,3.0,187.09722222222223,49045.29000000003,0.0,0.0,5,83.246,216.49180327868854
487,11,8,1,4.0,108.096,49045.37611111113,0.0,0.0,7,140.478,108.19672131147541
488,11,8,0,3.0,187.87142857142857,49040.72916666669,0.0,0.0,8,83.428,222.66666666666666
489,11,8,0,3.0,126.98095238095237,49042.005000000034,0.0,0.0,9,106.062,153.72941176470587
490,11,8,0,4.0,189.09859154929578,49039.99638888892,0.0,0.0,3,83.628,215.2622950819672
491,11,8,0,9.0,187.66197183098592,49044.922777777814,0.0,0.0,2,83.35,218.1639344262295
492,12,8,1,3.0,201.37313432835822,49466.99000000002,0.0,0.0,0,83.189,191.31884057971016
493,12,8,1,3.0,200.3181818181818,49468.63777777781,0.0,0.0,1,83.185,186.82191780821918
494,12,8,1,3.0,205.96875,49461.880277777804,0.0,0.0,5,83.246,187.09722222222223
495,12,8,1,4.0,130.61764705882354,49468.203888888915,0.0,0.0,7,140.478,108.096
496,12,8,0,3.0,203.45454545454547,49468.09861111114,0.0,0.0,8,83.428,187.87142857142857
497,12,8,0,3.0,155.97619047619048,49458.438888888915,0.0,0.0,9,106.062,126.98095238095237
498,12,8,0,4.0,203.92307692307693,49462.27500000003,0.0,0.0,3,83.628,189.09859154929578
499,12,8,0,9.0,205.1875,49463.99194444448,0.0,0.0,2,83.35,187.66197183098592
500,13,8,1,3.0,192.78947368421052,49816.02944444446,0.0,0.0,0,83.189,201.37313432835822
501,13,8,1,3.0,193.12280701754386,49818.522777777805,0.0,0.0,1,83.185,200.3181818181818
502,13,8,1,3.0,192.50877192982455,49808.45500000003,0.0,0.0,5,83.246,205.96875
503,13,8,1,4.0,166.0625,49802.18666666669,0.0,0.0,7,140.478,130.61764705882354
504,13,8,0,3.0,189.94736842105263,49821.073055555586,0.0,0.0,8,83.428,203.45454545454547
505,13,8,0,3.0,166.26865671641792,49812.43694444447,0.0,0.0,9,106.062,155.97619047619048
506,13,8,0,4.0,194.68965517241378,49817.841666666696,0.0,0.0,3,83.628,203.92307692307693
507,13,8,0,9.0,194.33333333333334,49812.135277777816,0.0,0.0,2,83.35,205.1875
508,1,9,1,4.0,254.44444444444446,51164.349166666696,0.0,0.0,5,133.942,192.50877192982455
509,1,9,1,5.0,262.0769230769231,51162.34250000003,0.0,0.0,7,83.856,166.0625
510,1,9,0,3.0,261.0769230769231,51166.12111111114,0.0,0.0,4,83.783,80.27272727272727
511,1,9,0,4.0,259.0,51161.75527777781,0.0,0.0,9,84.225,166.26865671641792
512,1,9,0,5.0,258.3333333333333,51168.24138888892,0.0,0.0,6,83.624,193.65454545454546
513,2,9,1,4.0,170.54430379746836,51590.75138888892,0.0,0.0,5,133.942,254.44444444444446
514,2,9,1,5.0,223.03333333333333,51584.66694444448,0.0,0.0,7,83.856,262.0769230769231
515,2,9,0,3.0,220.98333333333332,51593.00527777781,0.0,0.0,4,83.783,261.0769230769231
516,2,9,0,4.0,220.05,51591.441666666695,0.0,0.0,9,84.225,259.0
517,2,9,0,5.0,219.01666666666668,51586.69222222226,0.0,0.0,6,83.624,258.3333333333333
518,3,9,1,4.0,184.45833333333334,52017.693333333365,0.0,0.0,5,133.942,170.54430379746836
519,3,9,1,5.0,269.55102040816325,52009.27694444448,0.0,0.0,7,83.856,223.03333333333333
520,3,9,0,3.0,268.53061224489795,52014.00388888892,0.0,0.0,4,83.783,220.98333333333332
521,3,9,0,4.0,268.32,52017.73027777781,0.0,0.0,9,84.225,220.05
522,3,9,0,5.0,268.2,52011.21000000003,0.0,0.0,6,83.624,219.01666666666668
523,4,9,1,4.0,151.0,52440.4291666667,0.0,0.0,5,133.942,184.45833333333334
524,4,9,1,5.0,204.12121212121212,52441.58555555559,0.0,0.0,7,83.856,269.55102040816325
525,4,9,0,3.0,209.125,52437.805555555584,0.0,0.0,4,83.783,268.53061224489795
526,4,9,0,4.0,209.52380952380952,52438.8316666667,0.0,0.0,9,84.225,268.32
527,4,9,0,5.0,206.4375,52442.02027777781,0.0,0.0,6,83.624,268.2
528,5,9,1,4.0,179.38666666666666,52866.50277777781,0.0,0.0,5,133.942,151.0
529,5,9,1,5.0,242.8181818181818,52865.203611111145,0.0,0.0,7,83.856,204.12121212121212
530,5,9,0,3.0,237.14285714285714,52856.92250000003,0.0,0.0,4,83.783,209.125
531,5,9,0,4.0,241.36363636363637,52863.89277777781,0.0,0.0,9,84.225,209.52380952380952
532,5,9,0,5.0,239.94444444444446,52866.00638888892,0.0,0.0,6,83.624,206.4375
533,6,9,1,4.0,225.11864406779662,53291.70611111114,0.0,0.0,5,133.942,179.38666666666666
534,6,9,1,5.0,312.1904761904762,53288.1866666667,0.0,0.0,7,83.856,242.8181818181818
535,6,9,0,3.0,310.76190476190476,53272.42805555559,0.0,0.0,4,83.783,237.14285714285714
536,6,9,0,4.0,309.8333333333333,53280.2741666667,0.0,0.0,9,84.225,241.36363636363637
537,6,9,0,5.0,311.25581395348837,53282.79722222225,0.0,0.0,6,83.624,239.94444444444446
538,7,9,1,4.0,123.51851851851852,53713.661666666696,0.0,0.0,5,133.942,225.11864406779662
539,7,9,1,5.0,165.5185185185185,53715.6666666667,0.0,0.0,7,83.856,312.1904761904762
540,7,9,0,3.0,168.47560975609755,53713.513333333365,0.0,0.0,4,83.783,310.76190476190476
541,7,9,0,4.0,168.55696202531647,53708.85305555559,0.0,0.0,9,84.225,309.8333333333333
542,7,9,0,5.0,166.775,53712.24222222225,0.0,0.0,6,83.624,311.25581395348837
543,8,9,1,4.0,179.1891891891892,54137.23250000003,0.0,0.0,5,133.942,123.51851851851852
544,8,9,1,5.0,257.84615384615387,54139.46000000003,0.0,0.0,7,83.856,165.5185185185185
545,8,9,0,3.0,251.34615384615384,54131.1116666667,0.0,0.0,4,83.783,168.47560975609755
546,8,9,0,4.0,249.60377358490567,54132.48055555559,0.0,0.0,9,84.225,168.55696202531647
547,8,9,0,5.0,251.26923076923077,54127.36833333337,0.0,0.0,6,83.624,166.775
548,9,9,1,4.0,204.47692307692307,54561.11833333336,0.0,0.0,5,133.942,179.1891891891892
549,9,9,1,5.0,300.4318181818182,54564.25250000003,0.0,0.0,7,83.856,257.84615384615387
550,9,9,0,3.0,301.2,54565.487222222255,0.0,0.0,4,83.783,251.34615384615384
551,9,9,0,4.0,302.47727272727275,54557.29305555559,0.0,0.0,9,84.225,249.60377358490567
552,9,9,0,5.0,305.09090909090907,54558.05833333336,0.0,0.0,6,83.624,251.26923076923077
553,10,9,1,4.0,125.10280373831776,54989.02305555558,0.0,0.0,5,133.942,204.47692307692307
554,10,9,1,5.0,216.9016393442623,54987.755833333365,0.0,0.0,7,83.856,300.4318181818182
555,10,9,0,3.0,217.15,54980.93361111115,0.0,0.0,4,83.783,301.2
556,10,9,0,4.0,213.0952380952381,54986.55805555559,0.0,0.0,9,84.225,302.47727272727275
557,10,9,0,5.0,218.21666666666667,54978.06527777781,0.0,0.0,6,83.624,305.09090909090907
558,11,9,1,4.0,94.96428571428571,55414.19500000003,0.0,0.0,5,133.942,125.10280373831776
559,11,9,1,5.0,182.16438356164383,55414.95722222225,0.0,0.0,7,83.856,216.9016393442623
560,11,9,0,3.0,185.86301369863014,55412.19388888892,0.0,0.0,4,83.783,217.15
