,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,Piting,LapTime-1
1,0 days 01:05:23.988000,33,89.103,2,1,,,0 days 00:00:18.116000,0 days 00:00:38.026000,0 days 00:00:32.961000,0 days 01:04:13.001000,0 days 01:04:51.027000,0 days 01:05:23.988000,284.0,300.0,213.0,302.0,False,0,5.0,False,0 days 01:03:54.885000,Red Bull Racing,VER,0.0,True,2021-12-12 13:04:54.895,0.0,89.103
2,0 days 01:06:52.815000,33,88.827,3,1,,,0 days 00:00:17.999000,0 days 00:00:38.043000,0 days 00:00:32.785000,0 days 01:05:41.987000,0 days 01:06:20.030000,0 days 01:06:52.815000,286.0,300.0,212.0,301.0,False,0,6.0,False,0 days 01:05:23.988000,Red Bull Racing,VER,0.0,True,2021-12-12 13:06:23.998,0.0,89.103
3,0 days 01:08:21.841000,33,89.026,4,1,,,0 days 00:00:18.019000,0 days 00:00:38.125000,0 days 00:00:32.882000,0 days 01:07:10.834000,0 days 01:07:48.959000,0 days 01:08:21.841000,284.0,299.0,214.0,303.0,False,0,7.0,False,0 days 01:06:52.815000,Red Bull Racing,VER,0.0,True,2021-12-12 13:07:52.825,0.0,88.827
4,0 days 01:09:50.559000,33,88.718,5,1,,,0 days 00:00:17.999000,0 days 00:00:38.083000,0 days 00:00:32.636000,0 days 01:08:39.840000,0 days 01:09:17.923000,0 days 01:09:50.559000,285.0,300.0,215.0,303.0,False,0,8.0,False,0 days 01:08:21.841000,Red Bull Racing,VER,0.0,True,2021-12-12 13:09:21.851,0.0,89.026
5,0 days 01:11:19.266000,33,88.707,6,1,,,0 days 00:00:17.958000,0 days 00:00:38.014000,0 days 00:00:32.735000,0 days 01:10:08.517000,0 days 01:10:46.531000,0 days 01:11:19.266000,284.0,300.0,215.0,305.0,False,0,9.0,False,0 days 01:09:50.559000,Red Bull Racing,VER,0.0,True,2021-12-12 13:10:50.569,0.0,88.718
6,0 days 01:12:47.902000,33,88.636,7,1,,,0 days 00:00:18,0 days 00:00:38.046000,0 days 00:00:32.590000,0 days 01:11:37.266000,0 days 01:12:15.312000,0 days 01:12:47.902000,285.0,301.0,214.0,304.0,False,0,10.0,False,0 days 01:11:19.266000,Red Bull Racing,VER,0.0,True,2021-12-12 13:12:19.276,0.0,88.707
7,0 days 01:14:16.719000,33,88.817,8,1,,,0 days 00:00:18.064000,0 days 00:00:38.188000,0 days 00:00:32.565000,0 days 01:13:05.966000,0 days 01:13:44.154000,0 days 01:14:16.719000,284.0,300.0,215.0,304.0,False,0,11.0,False,0 days 01:12:47.902000,Red Bull Racing,VER,0.0,True,2021-12-12 13:13:47.912,0.0,88.636
8,0 days 01:15:45.390000,33,88.671,9,1,,,0 days 00:00:18.022000,0 days 00:00:38.197000,0 days 00:00:32.452000,0 days 01:14:34.741000,0 days 01:15:12.938000,0 days 01:15:45.390000,286.0,300.0,215.0,305.0,False,0,12.0,False,0 days 01:14:16.719000,Red Bull Racing,VER,0.0,True,2021-12-12 13:15:16.729,0.0,88.817
9,0 days 01:17:14.280000,33,88.89,10,1,,,0 days 00:00:18.025000,0 days 00:00:38.207000,0 days 00:00:32.658000,0 days 01:16:03.415000,0 days 01:16:41.622000,0 days 01:17:14.280000,287.0,301.0,213.0,305.0,False,0,13.0,False,0 days 01:15:45.390000,Red Bull Racing,VER,0.0,True,2021-12-12 13:16:45.400,0.0,88.671
10,0 days 01:18:43.417000,33,89.137,11,1,,,0 days 00:00:18.122000,0 days 00:00:38.378000,0 days 00:00:32.637000,0 days 01:17:32.402000,0 days 01:18:10.780000,0 days 01:18:43.417000,286.0,300.0,214.0,303.0,False,0,14.0,False,0 days 01:17:14.280000,Red Bull Racing,VER,0.0,True,2021-12-12 13:18:14.290,0.0,88.89
11,0 days 01:20:12.699000,33,89.282,12,1,,,0 days 00:00:18.186000,0 days 00:00:38.250000,0 days 00:00:32.846000,0 days 01:19:01.603000,0 days 01:19:39.853000,0 days 01:20:12.699000,285.0,299.0,212.0,302.0,False,0,15.0,False,0 days 01:18:43.417000,Red Bull Racing,VER,0.0,True,2021-12-12 13:19:43.427,0.0,89.137
12,0 days 01:21:44.214000,33,90.458,13,1,,0 days 01:21:43.157000,0 days 00:00:18.213000,0 days 00:00:38.347000,0 days 00:00:34.955000,0 days 01:20:30.912000,0 days 01:21:09.259000,0 days 01:21:44.214000,286.0,302.0,,303.0,False,0,16.0,False,0 days 01:20:12.699000,Red Bull Racing,VER,0.0,False,2021-12-12 13:21:12.709,0.011550019122548215,89.282
13,0 days 01:23:31.465000,33,87.129,14,2,0 days 01:22:04.336000,,0 days 00:00:37.439000,0 days 00:00:37.535000,0 days 00:00:32.277000,0 days 01:22:21.653000,0 days 01:22:59.188000,0 days 01:23:31.465000,295.0,299.0,214.0,319.0,False,2,1.0,True,0 days 01:21:44.214000,Red Bull Racing,VER,0.0,False,2021-12-12 13:22:44.224,0.18761596628469668,90.458
14,0 days 01:24:59.957000,33,88.492,15,2,,,0 days 00:00:17.889000,0 days 00:00:37.996000,0 days 00:00:32.607000,0 days 01:23:49.354000,0 days 01:24:27.350000,0 days 01:24:59.957000,287.0,302.0,215.0,303.0,False,2,2.0,True,0 days 01:23:31.465000,Red Bull Racing,VER,0.0,True,2021-12-12 13:24:31.475,0.0,87.129
15,0 days 01:26:28.963000,33,89.006,16,2,,,0 days 00:00:17.937000,0 days 00:00:37.751000,0 days 00:00:33.318000,0 days 01:25:17.894000,0 days 01:25:55.645000,0 days 01:26:28.963000,289.0,320.0,213.0,305.0,False,2,3.0,True,0 days 01:24:59.957000,Red Bull Racing,VER,0.0,True,2021-12-12 13:25:59.967,0.0,88.492
16,0 days 01:27:58.071000,33,89.108,17,2,,,0 days 00:00:18.096000,0 days 00:00:37.723000,0 days 00:00:33.289000,0 days 01:26:47.059000,0 days 01:27:24.782000,0 days 01:27:58.071000,288.0,323.0,212.0,316.0,False,2,4.0,True,0 days 01:26:28.963000,Red Bull Racing,VER,0.0,True,2021-12-12 13:27:28.973,0.0,89.006
17,0 days 01:29:26.573000,33,88.502,18,2,,,0 days 00:00:18.027000,0 days 00:00:37.865000,0 days 00:00:32.610000,0 days 01:28:16.098000,0 days 01:28:53.963000,0 days 01:29:26.573000,294.0,306.0,215.0,321.0,False,2,5.0,True,0 days 01:27:58.071000,Red Bull Racing,VER,0.0,True,2021-12-12 13:28:58.081,0.0,89.108
18,0 days 01:30:55.286000,33,88.713,19,2,,,0 days 00:00:17.985000,0 days 00:00:38.329000,0 days 00:00:32.399000,0 days 01:29:44.558000,0 days 01:30:22.887000,0 days 01:30:55.286000,284.0,296.0,215.0,300.0,False,2,6.0,True,0 days 01:29:26.573000,Red Bull Racing,VER,0.0,True,2021-12-12 13:30:26.583,0.0,88.502
19,0 days 01:32:23.673000,33,88.387,20,2,,,0 days 00:00:17.869000,0 days 00:00:38.095000,0 days 00:00:32.423000,0 days 01:31:13.155000,0 days 01:31:51.250000,0 days 01:32:23.673000,287.0,301.0,215.0,300.0,False,2,7.0,True,0 days 01:30:55.286000,Red Bull Racing,VER,0.0,True,2021-12-12 13:31:55.296,0.0,88.713
20,0 days 01:33:52.242000,33,88.569,21,2,,,0 days 00:00:17.900000,0 days 00:00:37.940000,0 days 00:00:32.729000,0 days 01:32:41.573000,0 days 01:33:19.513000,0 days 01:33:52.242000,288.0,321.0,214.0,307.0,False,2,8.0,True,0 days 01:32:23.673000,Red Bull Racing,VER,0.0,True,2021-12-12 13:33:23.683,0.0,88.387
21,0 days 01:35:20.564000,33,88.322,22,2,,,0 days 00:00:17.949000,0 days 00:00:37.825000,0 days 00:00:32.548000,0 days 01:34:10.191000,0 days 01:34:48.016000,0 days 01:35:20.564000,289.0,304.0,215.0,306.0,False,2,9.0,True,0 days 01:33:52.242000,Red Bull Racing,VER,0.0,True,2021-12-12 13:34:52.252,0.0,88.569
22,0 days 01:36:48.739000,33,88.175,23,2,,,0 days 00:00:17.899000,0 days 00:00:37.898000,0 days 00:00:32.378000,0 days 01:35:38.463000,0 days 01:36:16.361000,0 days 01:36:48.739000,290.0,303.0,215.0,305.0,False,2,10.0,True,0 days 01:35:20.564000,Red Bull Racing,VER,0.0,True,2021-12-12 13:36:20.574,0.0,88.322
23,0 days 01:38:16.918000,33,88.179,24,2,,,0 days 00:00:17.887000,0 days 00:00:37.890000,0 days 00:00:32.402000,0 days 01:37:06.626000,0 days 01:37:44.516000,0 days 01:38:16.918000,288.0,302.0,216.0,305.0,False,2,11.0,True,0 days 01:36:48.739000,Red Bull Racing,VER,0.0,True,2021-12-12 13:37:48.749,0.0,88.175
24,0 days 01:39:44.959000,33,88.041,25,2,,,0 days 00:00:17.847000,0 days 00:00:37.864000,0 days 00:00:32.330000,0 days 01:38:34.765000,0 days 01:39:12.629000,0 days 01:39:44.959000,,303.0,216.0,304.0,False,2,12.0,True,0 days 01:38:16.918000,Red Bull Racing,VER,0.0,True,2021-12-12 13:39:16.928,0.0,88.179
26,0 days 01:42:41.907000,33,88.348,27,2,,,0 days 00:00:17.904000,0 days 00:00:38.004000,0 days 00:00:32.440000,0 days 01:41:31.463000,0 days 01:42:09.467000,0 days 01:42:41.907000,,300.0,216.0,302.0,False,2,14.0,True,0 days 01:41:13.559000,Red Bull Racing,VER,0.0,True,2021-12-12 13:42:13.569,0.0,88.041
27,0 days 01:44:09.842000,33,87.935,28,2,,,0 days 00:00:17.838000,0 days 00:00:37.794000,0 days 00:00:32.303000,0 days 01:42:59.745000,0 days 01:43:37.539000,0 days 01:44:09.842000,,303.0,217.0,304.0,False,2,15.0,True,0 days 01:42:41.907000,Red Bull Racing,VER,0.0,True,2021-12-12 13:43:41.917,0.0,88.348
28,0 days 01:45:37.746000,33,87.904,29,2,,,0 days 00:00:17.819000,0 days 00:00:37.843000,0 days 00:00:32.242000,0 days 01:44:27.661000,0 days 01:45:05.504000,0 days 01:45:37.746000,,303.0,217.0,304.0,False,2,16.0,True,0 days 01:44:09.842000,Red Bull Racing,VER,0.0,True,2021-12-12 13:45:09.852,0.0,87.935
29,0 days 01:47:05.424000,33,87.678,30,2,,,0 days 00:00:17.860000,0 days 00:00:37.682000,0 days 00:00:32.136000,0 days 01:45:55.606000,0 days 01:46:33.288000,0 days 01:47:05.424000,289.0,304.0,216.0,304.0,False,2,17.0,True,0 days 01:45:37.746000,Red Bull Racing,VER,0.0,True,2021-12-12 13:46:37.756,0.0,87.904
30,0 days 01:48:33.341000,33,87.917,31,2,,,0 days 00:00:17.820000,0 days 00:00:37.747000,0 days 00:00:32.350000,0 days 01:47:23.244000,0 days 01:48:00.991000,0 days 01:48:33.341000,290.0,306.0,216.0,304.0,False,2,18.0,True,0 days 01:47:05.424000,Red Bull Racing,VER,0.0,True,2021-12-12 13:48:05.434,0.0,87.678
31,0 days 01:50:01.254000,33,87.913,32,2,,,0 days 00:00:17.811000,0 days 00:00:37.938000,0 days 00:00:32.164000,0 days 01:48:51.152000,0 days 01:49:29.090000,0 days 01:50:01.254000,291.0,306.0,217.0,308.0,False,2,19.0,True,0 days 01:48:33.341000,Red Bull Racing,VER,0.0,True,2021-12-12 13:49:33.351,0.0,87.917
32,0 days 01:51:28.835000,33,87.581,33,2,,,0 days 00:00:17.760000,0 days 00:00:37.758000,0 days 00:00:32.063000,0 days 01:50:19.014000,0 days 01:50:56.772000,0 days 01:51:28.835000,289.0,304.0,217.0,304.0,False,2,20.0,True,0 days 01:50:01.254000,Red Bull Racing,VER,0.0,True,2021-12-12 13:51:01.264,0.0,87.913
33,0 days 01:52:56.618000,33,87.783,34,2,,,0 days 00:00:17.814000,0 days 00:00:37.846000,0 days 00:00:32.123000,0 days 01:51:46.649000,0 days 01:52:24.495000,0 days 01:52:56.618000,291.0,304.0,217.0,304.0,False,2,21.0,True,0 days 01:51:28.835000,Red Bull Racing,VER,0.0,True,2021-12-12 13:52:28.845,0.0,87.581
34,0 days 01:54:24.379000,33,87.761,35,2,,,0 days 00:00:17.755000,0 days 00:00:37.830000,0 days 00:00:32.176000,0 days 01:53:14.373000,0 days 01:53:52.203000,0 days 01:54:24.379000,289.0,303.0,216.0,304.0,False,2,22.0,True,0 days 01:52:56.618000,Red Bull Racing,VER,0.0,True,2021-12-12 13:53:56.628,0.0,87.783
37,0 days 01:59:42.903000,33,86.321,38,3,,,0 days 00:00:17.722000,0 days 00:00:37.344000,0 days 00:00:31.255000,0 days 01:58:34.304000,0 days 01:59:11.648000,0 days 01:59:42.903000,287.0,298.0,221.0,299.0,False,2,2.0,True,0 days 01:58:16.582000,Red Bull Racing,VER,0.0,True,2021-12-12 13:59:16.592,0.0,87.761
38,0 days 02:01:09.006000,33,86.103,39,3,,,0 days 00:00:17.511000,0 days 00:00:37.324000,0 days 00:00:31.268000,0 days 02:00:00.414000,0 days 02:00:37.738000,0 days 02:01:09.006000,,296.0,220.0,299.0,True,2,3.0,True,0 days 01:59:42.903000,Red Bull Racing,VER,0.0,True,2021-12-12 14:00:42.913,0.0,86.321
39,0 days 02:02:35.558000,33,86.552,40,3,,,0 days 00:00:17.543000,0 days 00:00:37.501000,0 days 00:00:31.508000,0 days 02:01:26.549000,0 days 02:02:04.050000,0 days 02:02:35.558000,288.0,298.0,220.0,301.0,False,2,4.0,True,0 days 02:01:09.006000,Red Bull Racing,VER,0.0,True,2021-12-12 14:02:09.016,0.0,86.103
40,0 days 02:04:01.859000,33,86.301,41,3,,,0 days 00:00:17.474000,0 days 00:00:37.462000,0 days 00:00:31.365000,0 days 02:02:53.032000,0 days 02:03:30.494000,0 days 02:04:01.859000,292.0,304.0,219.0,305.0,False,2,5.0,True,0 days 02:02:35.558000,Red Bull Racing,VER,0.0,True,2021-12-12 14:03:35.568,0.0,86.552
41,0 days 02:05:28.322000,33,86.463,42,3,,,0 days 00:00:17.449000,0 days 00:00:37.448000,0 days 00:00:31.566000,0 days 02:04:19.308000,0 days 02:04:56.756000,0 days 02:05:28.322000,293.0,304.0,219.0,306.0,False,2,6.0,True,0 days 02:04:01.859000,Red Bull Racing,VER,0.0,True,2021-12-12 14:05:01.869,0.0,86.301
42,0 days 02:06:54.759000,33,86.437,43,3,,,0 days 00:00:17.432000,0 days 00:00:37.408000,0 days 00:00:31.597000,0 days 02:05:45.754000,0 days 02:06:23.162000,0 days 02:06:54.759000,,303.0,218.0,305.0,False,2,7.0,True,0 days 02:05:28.322000,Red Bull Racing,VER,0.0,True,2021-12-12 14:06:28.332,0.0,86.463
43,0 days 02:08:21.567000,33,86.808,44,3,,,0 days 00:00:17.463000,0 days 00:00:37.461000,0 days 00:00:31.884000,0 days 02:07:12.222000,0 days 02:07:49.683000,0 days 02:08:21.567000,292.0,306.0,218.0,307.0,False,2,8.0,True,0 days 02:06:54.759000,Red Bull Racing,VER,0.0,True,2021-12-12 14:07:54.769,0.0,86.437
44,0 days 02:09:48.335000,33,86.768,45,3,,,0 days 00:00:17.576000,0 days 00:00:37.499000,0 days 00:00:31.693000,0 days 02:08:39.143000,0 days 02:09:16.642000,0 days 02:09:48.335000,294.0,304.0,219.0,309.0,False,2,9.0,True,0 days 02:08:21.567000,Red Bull Racing,VER,0.0,True,2021-12-12 14:09:21.577,0.0,86.808
45,0 days 02:11:15.383000,33,87.048,46,3,,,0 days 00:00:17.502000,0 days 00:00:37.615000,0 days 00:00:31.931000,0 days 02:10:05.837000,0 days 02:10:43.452000,0 days 02:11:15.383000,,306.0,217.0,308.0,False,2,10.0,True,0 days 02:09:48.335000,Red Bull Racing,VER,0.0,True,2021-12-12 14:10:48.345,0.0,86.768
46,0 days 02:12:42.039000,33,86.656,47,3,,,0 days 00:00:17.577000,0 days 00:00:37.416000,0 days 00:00:31.663000,0 days 02:11:32.960000,0 days 02:12:10.376000,0 days 02:12:42.039000,295.0,303.0,219.0,318.0,False,2,11.0,True,0 days 02:11:15.383000,Red Bull Racing,VER,0.0,True,2021-12-12 14:12:15.393,0.0,87.048
47,0 days 02:14:08.593000,33,86.554,48,3,,,0 days 00:00:17.450000,0 days 00:00:37.505000,0 days 00:00:31.599000,0 days 02:12:59.489000,0 days 02:13:36.994000,0 days 02:14:08.593000,293.0,304.0,219.0,305.0,False,2,12.0,True,0 days 02:12:42.039000,Red Bull Racing,VER,0.0,True,2021-12-12 14:13:42.049,0.0,86.656
48,0 days 02:15:35.250000,33,86.657,49,3,,,0 days 00:00:17.420000,0 days 00:00:37.472000,0 days 00:00:31.765000,0 days 02:14:26.013000,0 days 02:15:03.485000,0 days 02:15:35.250000,,303.0,218.0,305.0,False,2,13.0,True,0 days 02:14:08.593000,Red Bull Racing,VER,0.0,True,2021-12-12 14:15:08.603,0.0,86.554
49,0 days 02:17:01.998000,33,86.748,50,3,,,0 days 00:00:17.523000,0 days 00:00:37.528000,0 days 00:00:31.697000,0 days 02:15:52.773000,0 days 02:16:30.301000,0 days 02:17:01.998000,,307.0,218.0,308.0,False,2,14.0,True,0 days 02:15:35.250000,Red Bull Racing,VER,0.0,True,2021-12-12 14:16:35.260,0.0,86.657
50,0 days 02:18:29.046000,33,87.048,51,3,,,0 days 00:00:17.480000,0 days 00:00:37.356000,0 days 00:00:32.212000,0 days 02:17:19.478000,0 days 02:17:56.834000,0 days 02:18:29.046000,294.0,311.0,217.0,315.0,False,2,15.0,True,0 days 02:17:01.998000,Red Bull Racing,VER,0.0,True,2021-12-12 14:18:02.008,0.0,86.748
51,0 days 02:19:56.605000,33,87.559,52,3,,,0 days 00:00:17.718000,0 days 00:00:37.662000,0 days 00:00:32.179000,0 days 02:18:46.764000,0 days 02:19:24.426000,0 days 02:19:56.605000,293.0,307.0,218.0,309.0,False,2,16.0,True,0 days 02:18:29.046000,Red Bull Racing,VER,0.0,True,2021-12-12 14:19:29.056,0.0,87.048
57,0 days 02:32:39.412000,33,86.618,58,4,,,0 days 00:00:17.476000,0 days 00:00:38.455000,0 days 00:00:30.687000,0 days 02:31:30.270000,0 days 02:32:08.725000,0 days 02:32:39.412000,301.0,305.0,222.0,304.0,False,0,8.0,False,0 days 02:31:12.794000,Red Bull Racing,VER,0.0,False,2021-12-12 14:32:12.804,0.0,87.559
59,0 days 01:05:22.544000,44,88.791,2,1,,,0 days 00:00:17.961000,0 days 00:00:38.053000,0 days 00:00:32.777000,0 days 01:04:11.714000,0 days 01:04:49.767000,0 days 01:05:22.544000,276.0,291.0,218.0,296.0,False,1,5.0,False,0 days 01:03:53.753000,Mercedes,HAM,0.0,True,2021-12-12 13:04:53.763,0.0,88.791
60,0 days 01:06:51.131000,44,88.587,3,1,,,0 days 00:00:18.136000,0 days 00:00:37.860000,0 days 00:00:32.591000,0 days 01:05:40.680000,0 days 01:06:18.540000,0 days 01:06:51.131000,281.0,292.0,216.0,300.0,False,1,6.0,False,0 days 01:05:22.544000,Mercedes,HAM,0.0,True,2021-12-12 13:06:22.554,0.0,88.791
61,0 days 01:08:19.920000,44,88.789,4,1,,,0 days 00:00:18.013000,0 days 00:00:38.111000,0 days 00:00:32.665000,0 days 01:07:09.144000,0 days 01:07:47.255000,0 days 01:08:19.920000,,296.0,216.0,301.0,False,1,7.0,False,0 days 01:06:51.131000,Mercedes,HAM,0.0,True,2021-12-12 13:07:51.141,0.0,88.587
62,0 days 01:09:48.550000,44,88.63,5,1,,,0 days 00:00:18.001000,0 days 00:00:38.137000,0 days 00:00:32.492000,0 days 01:08:37.921000,0 days 01:09:16.058000,0 days 01:09:48.550000,,297.0,217.0,301.0,False,1,8.0,False,0 days 01:08:19.920000,Mercedes,HAM,0.0,True,2021-12-12 13:09:19.930,0.0,88.789
63,0 days 01:11:17.143000,44,88.593,6,1,,,0 days 00:00:17.981000,0 days 00:00:38.201000,0 days 00:00:32.411000,0 days 01:10:06.531000,0 days 01:10:44.732000,0 days 01:11:17.143000,280.0,295.0,216.0,299.0,False,1,9.0,False,0 days 01:09:48.550000,Mercedes,HAM,0.0,True,2021-12-12 13:10:48.560,0.0,88.63
64,0 days 01:12:45.693000,44,88.55,7,1,,,0 days 00:00:17.993000,0 days 00:00:38.122000,0 days 00:00:32.435000,0 days 01:11:35.136000,0 days 01:12:13.258000,0 days 01:12:45.693000,279.0,295.0,216.0,299.0,False,1,10.0,False,0 days 01:11:17.143000,Mercedes,HAM,0.0,True,2021-12-12 13:12:17.153,0.0,88.593
65,0 days 01:14:14.278000,44,88.585,8,1,,,0 days 00:00:18.031000,0 days 00:00:38.157000,0 days 00:00:32.397000,0 days 01:13:03.724000,0 days 01:13:41.881000,0 days 01:14:14.278000,280.0,295.0,215.0,299.0,False,1,11.0,False,0 days 01:12:45.693000,Mercedes,HAM,0.0,True,2021-12-12 13:13:45.703,0.0,88.55
66,0 days 01:15:42.634000,44,88.356,9,1,,,0 days 00:00:18.063000,0 days 00:00:38.148000,0 days 00:00:32.145000,0 days 01:14:32.341000,0 days 01:15:10.489000,0 days 01:15:42.634000,282.0,295.0,215.0,301.0,False,1,12.0,False,0 days 01:14:14.278000,Mercedes,HAM,0.0,True,2021-12-12 13:15:14.288,0.0,88.585
67,0 days 01:17:10.850000,44,88.216,10,1,,,0 days 00:00:17.921000,0 days 00:00:38.146000,0 days 00:00:32.149000,0 days 01:16:00.555000,0 days 01:16:38.701000,0 days 01:17:10.850000,,296.0,215.0,300.0,False,1,13.0,False,0 days 01:15:42.634000,Mercedes,HAM,0.0,True,2021-12-12 13:16:42.644,0.0,88.356
68,0 days 01:18:38.984000,44,88.134,11,1,,,0 days 00:00:17.906000,0 days 00:00:37.996000,0 days 00:00:32.232000,0 days 01:17:28.756000,0 days 01:18:06.752000,0 days 01:18:38.984000,,295.0,215.0,299.0,False,1,14.0,False,0 days 01:17:10.850000,Mercedes,HAM,0.0,True,2021-12-12 13:18:10.860,0.0,88.216
69,0 days 01:20:07.550000,44,88.566,12,1,,,0 days 00:00:17.926000,0 days 00:00:38.155000,0 days 00:00:32.485000,0 days 01:18:56.910000,0 days 01:19:35.065000,0 days 01:20:07.550000,,295.0,216.0,300.0,False,1,15.0,False,0 days 01:18:38.984000,Mercedes,HAM,0.0,True,2021-12-12 13:19:38.994,0.0,88.134
70,0 days 01:21:35.808000,44,88.258,13,1,,,0 days 00:00:17.860000,0 days 00:00:38.112000,0 days 00:00:32.286000,0 days 01:20:25.410000,0 days 01:21:03.522000,0 days 01:21:35.808000,284.0,296.0,218.0,301.0,False,1,16.0,False,0 days 01:20:07.550000,Mercedes,HAM,0.0,True,2021-12-12 13:21:07.560,0.0,88.566
71,0 days 01:23:06.061000,44,89.228,14,1,,0 days 01:23:05.036000,0 days 00:00:17.828000,0 days 00:00:38.105000,0 days 00:00:34.320000,0 days 01:21:53.636000,0 days 01:22:31.741000,0 days 01:23:06.061000,283.0,299.0,,302.0,False,1,17.0,False,0 days 01:21:35.808000,Mercedes,HAM,0.0,False,2021-12-12 13:22:35.818,0.01135696320343922,88.258
72,0 days 01:24:54.816000,44,88.164,15,2,0 days 01:23:26.652000,,0 days 00:00:38.381000,0 days 00:00:37.984000,0 days 00:00:32.390000,0 days 01:23:44.442000,0 days 01:24:22.426000,0 days 01:24:54.816000,283.0,295.0,218.0,298.0,False,2,2.0,False,0 days 01:23:06.061000,Mercedes,HAM,0.0,False,2021-12-12 13:24:06.071,0.18933382373224217,89.228
73,0 days 01:26:22.649000,44,87.833,16,2,,,0 days 00:00:17.915000,0 days 00:00:37.863000,0 days 00:00:32.055000,0 days 01:25:12.731000,0 days 01:25:50.594000,0 days 01:26:22.649000,281.0,295.0,218.0,299.0,False,2,3.0,False,0 days 01:24:54.816000,Mercedes,HAM,0.0,True,2021-12-12 13:25:54.826,0.0,88.164
74,0 days 01:27:50.429000,44,87.78,17,2,,,0 days 00:00:17.840000,0 days 00:00:37.858000,0 days 00:00:32.082000,0 days 01:26:40.489000,0 days 01:27:18.347000,0 days 01:27:50.429000,284.0,297.0,218.0,301.0,False,2,4.0,False,0 days 01:26:22.649000,Mercedes,HAM,0.0,True,2021-12-12 13:27:22.659,0.0,87.833
75,0 days 01:29:18.318000,44,87.889,18,2,,,0 days 00:00:17.945000,0 days 00:00:37.658000,0 days 00:00:32.286000,0 days 01:28:08.374000,0 days 01:28:46.032000,0 days 01:29:18.318000,283.0,296.0,217.0,301.0,False,2,5.0,False,0 days 01:27:50.429000,Mercedes,HAM,0.0,True,2021-12-12 13:28:50.439,0.0,87.78
76,0 days 01:30:46.550000,44,88.232,19,2,,,0 days 00:00:17.832000,0 days 00:00:37.861000,0 days 00:00:32.539000,0 days 01:29:36.150000,0 days 01:30:14.011000,0 days 01:30:46.550000,281.0,297.0,217.0,301.0,False,2,6.0,False,0 days 01:29:18.318000,Mercedes,HAM,0.0,True,2021-12-12 13:30:18.328,0.0,87.889
77,0 days 01:32:19.993000,44,93.443,20,2,,,0 days 00:00:17.991000,0 days 00:00:39.318000,0 days 00:00:36.134000,0 days 01:31:04.541000,0 days 01:31:43.859000,0 days 01:32:19.993000,296.0,277.0,221.0,322.0,False,2,7.0,False,0 days 01:30:46.550000,Mercedes,HAM,0.0,True,2021-12-12 13:31:46.560,0.0,88.232
78,0 days 01:33:50.478000,44,90.485,21,2,,,0 days 00:00:19.193000,0 days 00:00:39.228000,0 days 00:00:32.064000,0 days 01:32:39.186000,0 days 01:33:18.414000,0 days 01:33:50.478000,288.0,296.0,218.0,318.0,False,2,8.0,False,0 days 01:32:19.993000,Mercedes,HAM,0.0,True,2021-12-12 13:33:20.003,0.0,93.443
79,0 days 01:35:18.484000,44,88.006,22,2,,,0 days 00:00:17.866000,0 days 00:00:37.904000,0 days 00:00:32.236000,0 days 01:34:08.344000,0 days 01:34:46.248000,0 days 01:35:18.484000,279.0,292.0,218.0,295.0,False,2,9.0,False,0 days 01:33:50.478000,Mercedes,HAM,0.0,True,2021-12-12 13:34:50.488,0.0,90.485
80,0 days 01:36:46.147000,44,87.663,23,2,,,0 days 00:00:17.739000,0 days 00:00:37.762000,0 days 00:00:32.162000,0 days 01:35:36.223000,0 days 01:36:13.985000,0 days 01:36:46.147000,286.0,296.0,219.0,300.0,False,2,10.0,False,0 days 01:35:18.484000,Mercedes,HAM,0.0,True,2021-12-12 13:36:18.494,0.0,88.006
81,0 days 01:38:14.126000,44,87.979,24,2,,,0 days 00:00:17.818000,0 days 00:00:37.815000,0 days 00:00:32.346000,0 days 01:37:03.965000,0 days 01:37:41.780000,0 days 01:38:14.126000,281.0,294.0,218.0,297.0,False,2,11.0,False,0 days 01:36:46.147000,Mercedes,HAM,0.0,True,2021-12-12 13:37:46.157,0.0,87.663
82,0 days 01:39:41.996000,44,87.87,25,2,,,0 days 00:00:17.823000,0 days 00:00:37.765000,0 days 00:00:32.282000,0 days 01:38:31.949000,0 days 01:39:09.714000,0 days 01:39:41.996000,283.0,294.0,218.0,298.0,False,2,12.0,False,0 days 01:38:14.126000,Mercedes,HAM,0.0,True,2021-12-12 13:39:14.136,0.0,87.979
84,0 days 01:42:38.048000,44,87.975,27,2,,,0 days 00:00:17.837000,0 days 00:00:37.780000,0 days 00:00:32.358000,0 days 01:41:27.910000,0 days 01:42:05.690000,0 days 01:42:38.048000,286.0,297.0,219.0,300.0,False,2,14.0,False,0 days 01:41:10.073000,Mercedes,HAM,0.0,True,2021-12-12 13:42:10.083,0.0,87.87
