,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate
306,0 days 00:29:42.394000,7,,2,3,0 days 00:26:27.710000,0 days 00:28:29.626000,,,,,,,,,,,False,SOFT,1.0,True,0 days 00:22:39.333000,Alfa Romeo Racing,RAI,5,False,2021-12-11 13:07:39.517
307,0 days 00:31:28.392000,7,,3,3,0 days 00:29:42.394000,,,0 days 00:00:45.355000,0 days 00:00:40.136000,,0 days 00:30:48.256000,0 days 00:31:28.635000,267.0,140.0,226.0,269.0,False,SOFT,,True,0 days 00:29:42.394000,Alfa Romeo Racing,RAI,1,False,2021-12-11 13:14:42.578
308,0 days 00:32:54.276000,7,0 days 00:01:25.884000,1,3,,,0 days 00:00:17.136000,0 days 00:00:36.112000,0 days 00:00:32.636000,0 days 00:31:45.528000,0 days 00:32:21.640000,0 days 00:32:54.276000,289.0,317.0,193.0,323.0,False,SOFT,,True,0 days 00:31:28.392000,Alfa Romeo Racing,RAI,1,True,2021-12-11 13:16:28.576
309,0 days 00:34:48.909000,7,0 days 00:01:54.633000,2,3,,0 days 00:34:47.904000,0 days 00:00:21.986000,0 days 00:00:44.849000,0 days 00:00:47.798000,0 days 00:33:16.262000,0 days 00:34:01.111000,0 days 00:34:48.909000,235.0,203.0,,243.0,False,SOFT,,True,0 days 00:32:54.276000,Alfa Romeo Racing,RAI,1,False,2021-12-11 13:17:54.460
310,0 days 00:17:03.413000,47,,3,1,0 days 00:15:08.732000,,,0 days 00:00:47.376000,0 days 00:00:43.698000,,0 days 00:16:19.715000,0 days 00:17:03.636000,245.0,215.0,223.0,222.0,False,SOFT,1.0,True,0 days 00:15:08.732000,Haas F1 Team,MSC,1,False,2021-12-11 13:00:08.916
311,0 days 00:18:29.050000,47,0 days 00:01:25.637000,1,1,,,0 days 00:00:17.746000,0 days 00:00:36.777000,0 days 00:00:31.114000,0 days 00:17:21.159000,0 days 00:17:57.936000,0 days 00:18:29.050000,285.0,316.0,219.0,320.0,False,SOFT,2.0,True,0 days 00:17:03.413000,Haas F1 Team,MSC,1,True,2021-12-11 13:02:03.597
312,0 days 00:20:10.163000,47,0 days 00:01:41.113000,2,2,,0 days 00:20:08.974000,0 days 00:00:18.805000,0 days 00:00:42.416000,0 days 00:00:39.892000,0 days 00:18:47.855000,0 days 00:19:30.271000,0 days 00:20:10.163000,261.0,292.0,,253.0,False,SOFT,1.0,True,0 days 00:18:29.050000,Haas F1 Team,MSC,1,False,2021-12-11 13:03:29.234
313,0 days 00:24:25.500000,47,,3,2,0 days 00:22:21.744000,,,0 days 00:00:44.561000,0 days 00:00:54.742000,,0 days 00:23:30.758000,0 days 00:24:25.733000,205.0,199.0,220.0,227.0,False,SOFT,2.0,True,0 days 00:20:10.163000,Haas F1 Team,MSC,1,False,2021-12-11 13:05:10.347
314,0 days 00:25:50.736000,47,0 days 00:01:25.236000,4,2,,,0 days 00:00:17.506000,0 days 00:00:36.574000,0 days 00:00:31.156000,0 days 00:24:43.006000,0 days 00:25:19.580000,0 days 00:25:50.736000,288.0,316.0,219.0,322.0,False,SOFT,3.0,True,0 days 00:24:25.500000,Haas F1 Team,MSC,1,True,2021-12-11 13:09:25.684
315,0 days 00:31:47.108000,47,,5,3,,0 days 00:27:40.142000,0 days 00:00:18.975000,,,0 days 00:26:09.781000,,,260.0,,,289.0,False,SOFT,1.0,True,0 days 00:25:50.736000,Haas F1 Team,MSC,5,False,2021-12-11 13:10:50.920
316,0 days 00:33:49.455000,47,,1,3,0 days 00:31:47.108000,,,0 days 00:00:46.363000,0 days 00:00:52.399000,,0 days 00:32:57.142000,0 days 00:33:49.482000,246.0,218.0,220.0,216.0,False,SOFT,2.0,True,0 days 00:31:47.108000,Haas F1 Team,MSC,1,False,2021-12-11 13:16:47.292
317,0 days 00:35:14.361000,47,0 days 00:01:24.906000,2,3,,,0 days 00:00:17.419000,0 days 00:00:36.340000,0 days 00:00:31.147000,0 days 00:34:06.874000,0 days 00:34:43.214000,0 days 00:35:14.361000,289.0,319.0,219.0,324.0,True,SOFT,3.0,True,0 days 00:33:49.455000,Haas F1 Team,MSC,1,True,2021-12-11 13:18:49.639
318,0 days 00:37:01.579000,47,0 days 00:01:47.218000,3,3,,0 days 00:37:00.519000,0 days 00:00:19.740000,0 days 00:00:43.244000,0 days 00:00:44.234000,0 days 00:35:34.101000,0 days 00:36:17.345000,0 days 00:37:01.579000,258.0,221.0,,238.0,False,SOFT,4.0,True,0 days 00:35:14.361000,Haas F1 Team,MSC,1,False,2021-12-11 13:20:14.545
319,0 days 00:17:32.881000,9,,4,1,0 days 00:15:23.264000,,,0 days 00:00:46.350000,0 days 00:00:48.904000,,0 days 00:16:43.977000,0 days 00:17:33.087000,235.0,247.0,221.0,249.0,False,SOFT,1.0,True,0 days 00:15:23.264000,Haas F1 Team,MAZ,1,False,2021-12-11 13:00:23.448
320,0 days 00:18:59.343000,9,0 days 00:01:26.462000,1,1,,,0 days 00:00:17.531000,0 days 00:00:37.099000,0 days 00:00:31.832000,0 days 00:17:50.412000,0 days 00:18:27.511000,0 days 00:18:59.343000,286.0,319.0,205.0,324.0,False,SOFT,2.0,True,0 days 00:17:32.881000,Haas F1 Team,MAZ,1,True,2021-12-11 13:02:33.065
321,0 days 00:20:42.291000,9,0 days 00:01:42.948000,2,2,,0 days 00:20:41.240000,0 days 00:00:20.686000,0 days 00:00:43.218000,0 days 00:00:39.044000,0 days 00:19:20.029000,0 days 00:20:03.247000,0 days 00:20:42.291000,250.0,268.0,,255.0,False,SOFT,1.0,True,0 days 00:18:59.343000,Haas F1 Team,MAZ,1,False,2021-12-11 13:03:59.527
322,0 days 00:24:01.125000,9,,3,2,0 days 00:22:00.601000,,,0 days 00:00:51.407000,0 days 00:00:44.141000,,0 days 00:23:16.984000,0 days 00:24:01.344000,211.0,191.0,220.0,199.0,False,SOFT,2.0,True,0 days 00:20:42.291000,Haas F1 Team,MAZ,1,False,2021-12-11 13:05:42.475
323,0 days 00:25:27.022000,9,0 days 00:01:25.897000,4,2,,,0 days 00:00:17.549000,0 days 00:00:36.741000,0 days 00:00:31.607000,0 days 00:24:18.674000,0 days 00:24:55.415000,0 days 00:25:27.022000,284.0,318.0,218.0,323.0,False,SOFT,3.0,True,0 days 00:24:01.125000,Haas F1 Team,MAZ,1,True,2021-12-11 13:09:01.309
324,0 days 00:31:51.908000,9,,5,3,,0 days 00:27:10.560000,0 days 00:00:20.578000,0 days 00:00:42.603000,,0 days 00:25:47.656000,0 days 00:26:30.219000,,253.0,250.0,,256.0,False,SOFT,1.0,True,0 days 00:25:27.022000,Haas F1 Team,MAZ,5,False,2021-12-11 13:10:27.206
325,0 days 00:33:57.365000,9,,1,3,0 days 00:31:51.908000,,,0 days 00:00:43.316000,0 days 00:00:56.336000,,0 days 00:33:01.190000,0 days 00:33:57.596000,247.0,311.0,220.0,238.0,False,SOFT,2.0,True,0 days 00:31:51.908000,Haas F1 Team,MAZ,1,False,2021-12-11 13:16:52.092
326,0 days 00:35:23.050000,9,0 days 00:01:25.685000,2,3,,,0 days 00:00:17.522000,0 days 00:00:36.868000,0 days 00:00:31.295000,0 days 00:34:14.887000,0 days 00:34:51.755000,0 days 00:35:23.050000,287.0,318.0,215.0,324.0,True,SOFT,3.0,True,0 days 00:33:57.365000,Haas F1 Team,MAZ,1,True,2021-12-11 13:18:57.549
327,0 days 00:37:05.601000,9,0 days 00:01:42.551000,3,3,,0 days 00:37:04.555000,0 days 00:00:20.828000,0 days 00:00:41.994000,0 days 00:00:39.729000,0 days 00:35:43.878000,0 days 00:36:25.872000,0 days 00:37:05.601000,250.0,275.0,,271.0,False,SOFT,4.0,True,0 days 00:35:23.050000,Haas F1 Team,MAZ,1,False,2021-12-11 13:20:23.234
